# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CG13323	FBgn0033788	FBtr0345360	protein_coding	0	4	0	572	63	0	3	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	4	231
CG13324	FBgn0033789	FBtr0087796	protein_coding	0	19	6	413	10	0	2	0	0	0	0	157	0	0	0	6	0	0	0	0	1	0	0	0	0	18	244
CG13325	FBgn0033792	FBtr0087722	protein_coding	0	35	27	416	8	2	20	0	0	0	0	88	0	0	164	27	0	1	0	0	2	0	0	0	0	31	136
CG13325	FBgn0033792	FBtr0339748	protein_coding	0	35	27	586	8	2	37	0	0	0	0	88	0	0	301	27	0	1	0	0	2	0	0	0	0	31	152
CG13325	FBgn0033792	FBtr0345194	protein_coding	0	33	27	244	8	0	1	0	0	0	0	88	0	0	16	27	0	1	0	0	2	0	0	0	0	31	131
CG13325	FBgn0033792	FBtr0345931	protein_coding	0	32	27	243	12	0	1	0	0	0	0	84	0	0	16	27	0	0	0	0	1	0	0	0	0	31	131
CG13326	FBgn0033794	FBtr0087779	protein_coding	0	10	3	145	0	0	0	0	0	0	0	121	0	0	1	3	0	0	0	0	0	0	0	0	0	10	23
CG13330	FBgn0033848	FBtr0087671	protein_coding	6	32	20	309	10	0	1	0	0	2	0	186	6	0	0	18	0	0	0	0	0	0	0	0	0	32	112
CG13331	FBgn0033850	FBtr0087673	protein_coding	2	29	7	449	7	1	5	0	0	0	0	226	2	0	14	7	0	0	0	0	2	0	0	0	0	26	199
CG13332	FBgn0033851	FBtr0087674	protein_coding	2	13	5	437	40	1	8	0	0	0	0	152	2	0	0	5	0	0	0	0	0	0	0	0	0	12	237
CG13334	FBgn0033856	FBtr0087677	protein_coding	0	36	4	502	31	0	1	0	0	0	0	218	0	0	0	4	0	0	0	0	0	0	0	0	1	35	252
CG13334	FBgn0033856	FBtr0305955	protein_coding	0	36	4	514	56	0	1	0	0	0	0	205	0	0	0	4	0	0	0	0	0	0	0	0	1	35	252
CG13337	FBgn0033863	FBtr0087626	protein_coding	2	29	21	326	23	0	3	0	0	1	0	158	2	0	0	20	0	0	0	0	0	0	0	0	0	29	142
CG13337	FBgn0033863	FBtr0344330	protein_coding	2	29	21	315	7	0	3	0	0	1	0	163	2	0	0	20	0	0	0	0	0	0	0	0	0	29	142
CG13339	FBgn0033871	FBtr0087632	protein_coding	0	0	3	187	5	0	0	0	0	0	0	140	0	0	0	3	0	0	0	0	0	0	0	0	0	0	42
CG13344	FBgn0033884	FBtr0087586	protein_coding	0	20	6	260	11	0	2	0	0	1	0	138	0	0	2	5	0	0	0	0	2	0	0	0	0	19	108
CG13344	FBgn0033884	FBtr0339953	protein_coding	0	20	6	239	4	0	2	0	0	1	0	124	0	0	2	5	0	0	0	0	2	0	0	0	0	19	108
CG13358	FBgn0026874	FBtr0290198	protein_coding	0	5	5	92	12	0	1	0	0	0	0	31	0	0	4	5	0	0	0	0	0	0	0	0	0	5	44
CG13359	FBgn0025616	FBtr0070145	protein_coding	0	8	6	96	2	1	1	0	0	1	0	37	0	0	0	5	0	0	0	0	0	0	0	0	0	7	56
CG13360	FBgn0025620	FBtr0070147	protein_coding	0	8	1	145	3	0	0	0	0	0	0	53	0	0	9	1	0	0	0	0	0	0	0	0	0	8	80
CG13361	FBgn0029532	FBtr0070149	protein_coding	0	6	0	90	0	0	0	0	0	0	0	44	0	0	1	0	0	0	0	0	0	0	0	0	0	6	45
CG13362	FBgn0029531	FBtr0070150	protein_coding	0	4	1	81	6	0	0	0	0	0	0	38	0	0	11	1	0	0	0	0	0	0	0	0	0	4	26
CG13364	FBgn0026879	FBtr0070159	protein_coding	0	0	0	41	1	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
CG13365	FBgn0029529	FBtr0070160	protein_coding	0	2	0	44	1	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16
CG13366	FBgn0025633	FBtr0070161	protein_coding	0	2	1	86	0	0	1	0	0	0	0	45	0	0	27	1	0	0	0	0	0	0	0	0	0	2	13
CG13366	FBgn0025633	FBtr0110791	protein_coding	0	2	1	78	0	0	1	0	0	0	0	45	0	0	14	1	0	0	0	0	0	0	0	0	0	2	18
CG13366	FBgn0025633	FBtr0339430	protein_coding	0	2	1	78	0	0	2	0	0	0	0	45	0	0	13	1	0	0	0	0	0	0	0	0	0	2	18
CG13366	FBgn0025633	FBtr0339431	protein_coding	0	2	1	86	0	0	1	0	0	0	0	45	0	0	27	1	0	0	0	0	0	0	0	0	0	2	13
CG13366	FBgn0025633	FBtr0339432	protein_coding	0	2	1	83	0	0	2	0	0	0	0	45	0	0	26	1	0	0	0	0	0	0	0	0	0	2	10
CG13366	FBgn0025633	FBtr0339433	protein_coding	0	2	1	78	0	0	1	0	0	0	0	45	0	0	14	1	0	0	0	0	0	0	0	0	0	2	18
CG13366	FBgn0025633	FBtr0339434	protein_coding	0	3	1	220	4	0	1	0	0	0	0	35	0	0	168	1	0	0	0	0	1	0	0	0	0	2	13
CG13367	FBgn0025634	FBtr0070121	protein_coding	0	1	2	38	1	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	0	1	20
CG13369	FBgn0025640	FBtr0070115	protein_coding	0	2	0	42	1	0	2	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10
CG13373	FBgn0029522	FBtr0070076	protein_coding	0	0	1	46	0	0	3	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22
CG13373	FBgn0029522	FBtr0112947	protein_coding	0	0	1	47	0	0	1	0	0	0	0	21	0	0	4	1	0	0	0	0	0	0	0	0	0	0	21
CG13375	FBgn0040370	FBtr0070103	protein_coding	0	1	0	68	0	0	1	0	0	0	0	36	0	0	28	0	0	0	0	0	1	0	0	0	0	0	3
CG13375	FBgn0040370	FBtr0300326	protein_coding	0	0	0	82	20	0	2	0	0	0	0	30	0	0	27	0	0	0	0	0	0	0	0	0	0	0	3
CG13375	FBgn0040370	FBtr0342963	protein_coding	0	1	0	67	0	0	2	0	0	0	0	36	0	0	27	0	0	0	0	0	1	0	0	0	0	0	3
CG13376	FBgn0029518	FBtr0308207	protein_coding	0	0	0	53	0	0	1	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18
CG13376	FBgn0029518	FBtr0332988	protein_coding	0	0	0	54	1	0	1	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18
CG13376	FBgn0029518	FBtr0332989	protein_coding	0	0	0	54	1	0	1	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18
CG13377	FBgn0261446	FBtr0070106	protein_coding	0	3	2	65	1	1	4	0	0	0	0	13	0	0	18	2	0	0	0	0	0	0	0	0	0	2	29
CG13377	FBgn0261446	FBtr0332990	protein_coding	0	2	2	65	1	0	1	0	0	0	0	13	0	0	21	2	0	0	0	0	0	0	0	0	0	2	29
CG13380	FBgn0036799	FBtr0100555	protein_coding	0	4	2	650	37	0	11	0	0	0	0	150	0	0	368	2	0	0	0	0	4	0	0	0	0	0	88
CG13380	FBgn0036799	FBtr0332869	protein_coding	0	0	2	178	0	0	0	0	0	0	0	84	0	0	10	2	0	0	0	0	0	0	0	0	0	0	84
CG13380	FBgn0036799	FBtr0344520	protein_coding	0	4	2	650	37	0	11	0	0	0	0	150	0	0	368	2	0	0	0	0	4	0	0	0	0	0	88
CG13384	FBgn0032036	FBtr0079653	protein_coding	0	21	0	360	11	3	13	0	0	0	0	191	0	0	57	0	0	0	0	0	2	0	0	0	0	16	90
CG13384	FBgn0032036	FBtr0079654	protein_coding	0	20	0	361	11	3	23	0	0	0	0	191	0	0	47	0	0	0	0	0	1	0	0	0	0	16	90
CG13384	FBgn0032036	FBtr0079655	protein_coding	0	20	0	358	11	0	7	0	0	0	0	191	0	0	61	0	0	0	0	0	2	0	0	0	0	18	90
CG13384	FBgn0032036	FBtr0079656	protein_coding	0	21	0	360	11	3	15	0	0	0	0	191	0	0	55	0	0	0	0	0	2	0	0	0	0	16	90
CG13384	FBgn0032036	FBtr0079657	protein_coding	0	17	0	338	11	0	1	0	0	0	0	191	0	0	18	0	0	0	0	0	1	0	0	0	0	16	118
CG13384	FBgn0032036	FBtr0079658	protein_coding	0	21	0	360	11	3	13	0	0	0	0	191	0	0	57	0	0	0	0	0	2	0	0	0	0	16	90
CG13384	FBgn0032036	FBtr0303467	protein_coding	1	21	0	360	11	3	16	0	0	0	0	191	0	0	54	0	0	0	0	1	2	0	0	0	0	16	90
CG13384	FBgn0032036	FBtr0303468	protein_coding	0	20	0	361	11	3	10	0	0	0	0	191	0	0	60	0	0	0	0	0	1	0	0	0	0	16	90
CG13384	FBgn0032036	FBtr0303469	protein_coding	0	21	0	360	11	3	13	0	0	0	0	191	0	0	57	0	0	0	0	0	2	0	0	0	0	16	90
CG13384	FBgn0032036	FBtr0303470	protein_coding	0	20	0	361	11	3	10	0	0	0	0	191	0	0	60	0	0	0	0	0	1	0	0	0	0	16	90
CG13384	FBgn0032036	FBtr0303471	protein_coding	0	17	0	338	11	0	1	0	0	0	0	191	0	0	18	0	0	0	0	0	1	0	0	0	0	16	118
CG13385	FBgn0032039	FBtr0079660	protein_coding	0	13	17	264	6	0	2	0	0	0	0	143	0	0	0	17	0	0	0	0	0	0	0	0	0	13	113
CG13386	FBgn0032040	FBtr0079661	protein_coding	2	11	5	224	0	0	0	0	0	0	0	83	2	0	1	5	0	0	0	0	0	0	0	0	0	11	140
CG1339	FBgn0033202	FBtr0347154	protein_coding	0	2	7	104	2	0	0	0	0	0	0	32	0	0	1	7	0	0	0	0	1	0	0	0	0	1	69
CG13390	FBgn0032031	FBtr0079723	protein_coding	0	28	6	267	0	0	0	0	0	0	0	144	0	0	1	6	0	0	0	0	1	0	0	0	0	27	123
CG13392	FBgn0032033	FBtr0079720	protein_coding	0	4	1	251	2	0	0	0	0	0	0	121	0	0	0	1	0	0	0	0	0	0	0	0	0	4	128
CG13392	FBgn0032033	FBtr0331995	protein_coding	0	4	1	256	4	0	1	0	0	0	0	124	0	0	0	1	0	0	0	0	0	0	0	0	0	4	127
CG13397	FBgn0014417	FBtr0079711	protein_coding	0	10	10	148	0	1	10	0	0	0	0	46	0	0	1	10	0	0	0	0	0	0	0	0	0	9	91
CG13397	FBgn0014417	FBtr0331991	protein_coding	0	9	10	145	3	0	1	0	0	0	0	43	0	0	1	10	0	0	0	0	0	0	0	0	0	9	97
CG13398	FBgn0032042	FBtr0079710	protein_coding	0	9	2	168	29	0	0	0	0	0	0	70	0	0	0	2	0	0	0	0	0	0	0	0	0	9	69
CG13398	FBgn0032042	FBtr0331990	protein_coding	0	9	2	173	34	0	0	0	0	0	0	70	0	0	0	2	0	0	0	0	0	0	0	0	0	9	69
CG1340	FBgn0039797	FBtr0085699	protein_coding	0	12	6	262	4	0	3	0	0	0	0	94	0	0	1	6	0	0	0	0	0	0	0	0	0	12	160
CG1340	FBgn0039797	FBtr0339513	protein_coding	0	13	6	262	6	0	3	0	0	0	0	92	0	0	2	6	0	0	0	0	1	0	0	0	0	12	160
CG13403	FBgn0030544	FBtr0073928	protein_coding	0	3	2	249	5	0	0	0	0	0	1	144	0	0	19	1	0	0	0	0	1	0	0	0	0	2	82
CG13403	FBgn0030544	FBtr0343144	protein_coding	0	2	1	251	5	0	2	0	0	0	1	144	0	0	19	0	0	0	0	0	1	0	0	0	0	1	82
CG13404	FBgn0030559	FBtr0299543	protein_coding	0	7	0	284	11	0	2	0	0	0	0	157	0	0	1	0	0	0	0	0	0	0	0	0	0	7	113
CG13405	FBgn0035097	FBtr0072541	protein_coding	1	0	0	65	0	0	0	0	0	0	0	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	37
CG13405	FBgn0035097	FBtr0305595	protein_coding	1	0	0	67	4	0	0	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	37
CG13407	FBgn0038931	FBtr0084181	protein_coding	0	7	6	235	0	0	0	1	1	0	0	109	0	0	15	4	0	0	0	0	0	0	0	0	0	7	111
CG13408	FBgn0038929	FBtr0084179	protein_coding	0	7	10	332	10	1	2	0	0	0	0	174	0	0	85	10	0	0	0	0	1	0	0	0	0	5	62
CG13409	FBgn0038926	FBtr0084184	protein_coding	0	25	1	239	8	0	7	0	0	0	0	74	0	0	22	1	0	0	0	0	3	0	0	0	0	22	131
CG13423	FBgn0034513	FBtr0086217	protein_coding	0	26	8	354	3	0	2	0	0	0	0	167	0	0	2	8	0	0	0	0	0	0	0	0	0	26	180
CG13426	FBgn0034510	FBtr0086295	protein_coding	0	9	4	280	3	0	0	0	0	0	0	171	0	0	5	4	0	0	0	0	4	0	0	0	0	6	104
CG13427	FBgn0034514	FBtr0086268	protein_coding	0	3	2	334	1	0	1	0	0	0	0	173	0	0	0	2	0	0	0	0	0	0	0	0	0	3	159
CG13428	FBgn0034515	FBtr0086267	protein_coding	0	8	1	337	0	0	1	0	0	0	0	150	0	0	34	1	0	0	0	0	4	0	0	0	0	4	156
CG13428	FBgn0034515	FBtr0308649	protein_coding	0	8	0	338	0	0	1	0	0	0	0	150	0	0	35	0	0	0	0	0	4	0	0	0	0	4	156
CG13430	FBgn0034518	FBtr0100495	protein_coding	0	27	13	481	5	2	23	0	0	0	0	231	0	0	16	13	0	0	0	0	1	0	0	0	0	24	206
CG13430	FBgn0034518	FBtr0100496	protein_coding	0	24	13	462	5	0	1	0	0	0	0	231	0	0	0	13	0	0	0	0	0	0	0	0	0	24	225
CG13436	FBgn0034532	FBtr0086229	protein_coding	0	42	3	267	4	0	1	0	0	0	0	142	0	0	3	3	0	0	0	0	1	0	0	0	0	41	118
CG13437	FBgn0034541	FBtr0086235	protein_coding	0	8	0	169	2	0	3	0	0	0	0	41	0	0	4	0	0	0	0	0	0	0	0	0	0	8	119
CG13438	FBgn0034545	FBtr0086237	protein_coding	0	11	3	351	4	0	0	0	0	1	0	165	0	0	11	2	0	0	0	0	3	0	0	0	0	8	174
CG1344	FBgn0027507	FBtr0086034	protein_coding	0	0	3	72	0	0	0	0	0	0	0	42	0	0	1	3	0	0	0	0	0	0	0	0	0	0	29
CG1344	FBgn0027507	FBtr0331967	protein_coding	0	0	3	73	5	0	0	0	0	0	0	38	0	0	1	3	0	0	0	0	0	0	0	0	0	0	29
CG13442	FBgn0034546	FBtr0086240	protein_coding	0	12	6	313	5	0	0	0	0	0	0	143	0	0	36	6	0	0	0	0	2	0	0	0	0	10	131
CG13443	FBgn0034548	FBtr0086239	protein_coding	0	3	15	334	3	0	2	0	0	0	1	189	0	0	4	14	0	0	0	0	0	0	0	0	0	3	136
CG13445	FBgn0036532	FBtr0075503	protein_coding	0	0	1	106	2	0	0	0	0	1	0	61	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42
CG13449	FBgn0036520	FBtr0075590	protein_coding	1	32	11	326	7	0	0	0	0	0	0	87	0	0	12	11	0	0	0	0	4	0	1	0	0	28	223
CG13449	FBgn0036520	FBtr0332094	protein_coding	1	10	8	305	7	0	2	0	0	0	0	87	0	0	6	8	0	0	0	0	2	0	1	0	0	8	204
CG13454	FBgn0036503	FBtr0075603	protein_coding	0	3	6	285	1	0	0	0	0	0	0	200	0	0	0	6	0	0	0	0	0	0	0	0	0	3	84
CG13455	FBgn0036498	FBtr0075544	protein_coding	0	6	2	280	3	0	1	0	0	0	0	117	0	0	2	2	0	0	0	0	0	0	0	0	0	6	157
CG13457	FBgn0036482	FBtr0075653	protein_coding	0	8	16	131	0	0	2	0	0	0	0	78	0	0	2	16	0	0	0	0	1	0	0	0	0	8	49
CG13457	FBgn0036482	FBtr0075654	protein_coding	0	10	16	129	0	0	0	0	0	0	0	78	0	0	2	16	0	0	0	0	1	0	0	0	0	10	49
CG13458	FBgn0036479	FBtr0075637	protein_coding	0	3	7	103	1	0	2	0	0	0	0	25	0	0	16	7	0	0	0	0	1	0	0	0	0	3	59
CG13460	FBgn0036471	FBtr0114510	protein_coding	0	6	2	307	1	0	0	0	0	0	0	166	0	0	0	2	0	0	0	0	0	0	0	0	0	6	140
CG13461	FBgn0036468	FBtr0075664	protein_coding	0	4	9	319	9	0	1	0	0	0	0	158	0	0	0	9	0	0	0	0	0	0	0	0	0	4	151
CG13463	FBgn0036470	FBtr0075631	protein_coding	0	5	3	323	2	0	1	0	0	0	0	162	0	0	0	3	0	0	0	0	0	0	0	0	1	4	158
CG13465	FBgn0040809	FBtr0075674	protein_coding	2	0	4	125	4	0	0	0	2	0	0	40	2	0	0	2	0	0	0	0	0	0	0	0	0	0	81
CG13471	FBgn0036443	FBtr0075709	protein_coding	0	4	0	243	2	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	4	136
CG13473	FBgn0036442	FBtr0075689	protein_coding	0	9	0	173	0	2	4	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	7	52
CG13474	FBgn0036439	FBtr0075711	protein_coding	0	5	1	206	0	0	0	0	0	0	0	141	0	0	0	1	0	0	0	0	0	0	0	0	0	5	65
CG13476	FBgn0036441	FBtr0075687	protein_coding	0	0	0	79	1	0	1	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
CG13477	FBgn0036438	FBtr0075685	protein_coding	0	1	0	258	1	0	1	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	1	112
CG13481	FBgn0036421	FBtr0113170	protein_coding	0	2	1	206	4	0	0	0	0	0	0	95	0	0	0	1	0	0	0	0	0	0	0	0	0	2	107
CG13481	FBgn0036421	FBtr0333022	protein_coding	0	2	1	207	8	0	0	0	0	0	0	92	0	0	0	1	0	0	0	0	0	0	0	0	0	2	107
CG13482	FBgn0036419	FBtr0075744	protein_coding	0	2	3	272	1	0	8	1	0	1	0	118	0	0	0	1	0	0	0	0	0	0	0	0	0	2	145
CG13484	FBgn0036406	FBtr0075780	protein_coding	0	6	4	278	6	2	3	0	0	0	0	104	0	0	0	4	0	0	0	0	0	0	0	0	0	4	165
CG13488	FBgn0034670	FBtr0071723	protein_coding	0	15	2	265	3	1	3	0	0	0	0	96	0	0	2	2	0	0	0	0	0	0	0	0	0	14	161
CG13488	FBgn0034670	FBtr0308748	protein_coding	0	14	3	276	3	0	0	0	0	0	0	96	0	0	6	3	0	0	0	0	1	0	0	0	0	14	171
CG13488	FBgn0034670	FBtr0342977	protein_coding	0	15	6	272	3	0	0	0	0	0	1	96	0	0	2	5	0	0	0	0	0	0	0	0	0	15	171
CG13492	FBgn0034662	FBtr0302446	protein_coding	1	155	67	383	9	0	1	0	0	0	0	78	0	0	75	67	0	0	0	0	4	0	1	0	0	152	223
CG13494	FBgn0034671	FBtr0071733	protein_coding	0	4	2	268	9	1	1	0	0	1	0	145	0	0	0	1	0	0	0	0	0	0	0	0	0	3	113
CG13500	FBgn0034683	FBtr0071805	protein_coding	1	37	5	363	0	0	0	0	0	0	0	213	0	0	0	5	0	0	0	0	0	0	1	0	0	37	150
CG13501	FBgn0034684	FBtr0071804	protein_coding	2	34	15	344	11	0	1	0	0	0	0	179	2	0	11	15	0	0	0	0	5	0	0	0	0	30	146
CG13501	FBgn0034684	FBtr0345871	protein_coding	2	33	15	369	11	0	6	0	0	0	0	179	2	0	22	15	0	0	0	0	5	0	0	0	0	29	155
CG13502	FBgn0034692	FBtr0071799	protein_coding	0	37	2	334	5	1	5	0	0	0	0	116	0	0	14	2	0	0	0	0	2	0	0	0	0	34	196
CG13502	FBgn0034692	FBtr0308241	protein_coding	0	21	0	385	5	0	7	0	0	0	0	116	0	0	107	0	0	0	0	0	1	0	0	0	0	20	151
CG13506	FBgn0034723	FBtr0071822	protein_coding	0	30	3	569	17	0	2	0	0	0	0	150	0	0	278	3	0	0	0	0	6	0	0	0	0	24	128
CG13506	FBgn0034723	FBtr0342989	protein_coding	0	30	3	569	17	0	2	0	0	0	0	150	0	0	278	3	0	0	0	0	6	0	0	0	0	24	128
CG13510	FBgn0034758	FBtr0071862	protein_coding	0	4	0	318	1	0	0	0	0	0	0	134	0	0	31	0	0	0	0	0	1	0	0	0	0	3	152
CG13510	FBgn0034758	FBtr0309799	protein_coding	0	3	0	332	7	0	0	0	0	0	0	142	0	0	31	0	0	0	0	0	0	0	0	0	0	3	152
CG13510	FBgn0034758	FBtr0345498	protein_coding	0	5	0	424	54	0	0	0	0	0	0	179	0	0	40	0	0	0	0	0	2	0	0	0	0	3	152
CG13511	FBgn0034759	FBtr0071863	protein_coding	0	2	7	333	3	0	0	0	0	0	0	169	0	0	2	7	0	0	0	0	1	0	0	0	0	1	160
CG13511	FBgn0034759	FBtr0309800	protein_coding	0	5	7	419	34	2	15	0	0	0	0	179	0	0	40	7	0	0	0	0	2	0	0	0	0	1	152
CG13516	FBgn0040658	FBtr0100554	protein_coding	0	8	3	370	16	1	3	0	0	0	0	110	0	0	11	3	0	0	0	0	3	0	0	0	0	5	231
CG13516	FBgn0040658	FBtr0343011	protein_coding	0	12	3	384	16	5	16	0	0	0	0	110	0	0	11	3	0	0	0	0	3	0	0	0	0	5	232
CG13526	FBgn0034774	FBtr0071878	protein_coding	0	9	4	306	9	3	7	0	0	0	0	115	0	0	0	4	0	0	0	0	0	0	0	0	0	6	175
CG13527	FBgn0034776	FBtr0071880	protein_coding	1	11	6	265	4	2	7	0	0	0	0	108	0	0	11	6	0	0	0	0	0	0	0	1	0	9	135
CG13527	FBgn0034776	FBtr0339941	protein_coding	1	12	5	287	9	2	7	0	0	0	0	121	0	0	17	5	0	0	0	1	1	0	0	0	0	9	135
CG13531	FBgn0034786	FBtr0071910	protein_coding	0	68	23	297	0	0	0	0	0	0	0	103	0	0	11	23	0	0	0	0	3	0	0	0	0	66	185
CG13531	FBgn0034786	FBtr0343182	protein_coding	0	68	23	297	0	0	5	0	0	0	0	103	0	0	11	23	0	0	0	0	3	0	0	0	0	66	180
CG13532	FBgn0034788	FBtr0071899	protein_coding	0	11	0	292	14	1	7	0	0	0	0	94	0	0	27	0	0	0	0	0	0	0	0	0	0	10	150
CG13538	FBgn0034820	FBtr0071966	protein_coding	0	8	8	243	8	0	1	0	0	0	0	157	0	0	0	8	0	0	0	0	1	0	0	0	0	7	77
CG13539	FBgn0034833	FBtr0071998	protein_coding	2	20	1	380	3	0	3	0	0	0	0	176	2	0	0	1	0	0	0	0	1	0	0	1	0	19	198
CG13539	FBgn0034833	FBtr0343195	protein_coding	2	21	1	386	3	0	7	0	0	0	0	176	2	0	11	1	0	0	0	0	2	0	0	1	0	19	190
CG1354	FBgn0030151	FBtr0089383	protein_coding	0	13	1	337	4	0	1	0	0	0	0	159	0	0	45	1	0	1	0	0	1	0	0	0	0	12	127
CG1354	FBgn0030151	FBtr0089384	protein_coding	0	13	1	337	4	0	1	0	0	0	0	159	0	0	45	1	0	1	0	0	1	0	0	0	0	12	127
CG1354	FBgn0030151	FBtr0089385	protein_coding	0	12	1	340	7	0	1	0	0	0	0	160	0	0	45	1	0	0	0	0	0	0	0	0	0	12	127
CG1354	FBgn0030151	FBtr0089386	protein_coding	0	13	1	289	4	0	0	0	0	0	0	159	0	0	26	1	0	1	0	0	1	0	0	0	0	12	99
CG1354	FBgn0030151	FBtr0336922	protein_coding	0	13	1	317	4	0	0	0	0	0	0	158	0	0	44	1	0	1	0	0	1	0	0	0	0	12	110
CG13540	FBgn0034839	FBtr0343196	protein_coding	1	3	5	295	6	0	1	0	0	0	0	147	1	0	0	5	0	0	0	0	1	0	0	0	0	3	141
CG13541	FBgn0034841	FBtr0072001	protein_coding	0	11	6	317	3	0	1	0	0	0	0	154	0	0	0	6	0	0	0	0	0	0	0	0	0	11	159
CG13541	FBgn0034841	FBtr0343197	protein_coding	0	11	6	327	25	0	1	0	0	0	0	142	0	0	0	6	0	0	0	0	0	0	0	0	0	11	159
CG13544	FBgn0034826	FBtr0071973	protein_coding	0	8	3	251	1	1	3	0	0	0	0	183	0	0	11	3	0	0	0	0	3	0	0	0	0	4	56
CG13545	FBgn0034828	FBtr0306080	protein_coding	0	2	1	237	4	0	1	0	0	1	0	104	0	0	2	0	0	0	0	0	0	0	0	0	0	2	126
CG13551	FBgn0040660	FBtr0072033	protein_coding	0	0	1	182	0	0	0	0	0	0	0	67	0	0	65	1	0	0	0	0	0	0	0	0	0	0	50
CG13551	FBgn0040660	FBtr0072034	protein_coding	0	0	1	182	0	0	1	0	0	0	0	67	0	0	64	1	0	0	0	0	0	0	0	0	0	0	50
CG13557	FBgn0034867	FBtr0072019	protein_coding	0	2	1	304	3	0	0	0	0	0	0	166	0	0	6	1	0	0	0	0	1	0	0	0	0	1	130
CG13558	FBgn0034869	FBtr0072056	protein_coding	1	9	5	287	8	0	0	0	0	0	0	135	1	0	0	5	0	0	0	0	0	0	0	0	0	9	144
CG13559	FBgn0034870	FBtr0072057	protein_coding	0	7	1	258	4	3	19	0	0	0	0	126	0	0	0	1	0	0	0	0	0	0	0	0	0	4	109
CG13560	FBgn0034899	FBtr0072088	protein_coding	0	8	16	204	1	0	0	0	0	6	2	89	0	0	0	8	0	0	0	0	1	0	0	0	0	7	114
CG13560	FBgn0034899	FBtr0345534	protein_coding	0	8	16	219	14	0	0	0	0	6	2	90	0	0	0	8	0	1	0	0	1	0	0	0	0	7	114
CG13561	FBgn0034906	FBtr0343271	protein_coding	0	4	1	208	0	0	0	0	0	0	0	112	0	0	43	1	0	0	0	0	1	0	0	0	0	3	54
CG13562	FBgn0034928	FBtr0072135	protein_coding	1	24	5	216	7	2	5	0	0	0	0	108	1	0	6	5	0	0	0	0	1	0	0	0	0	22	90
CG13562	FBgn0034928	FBtr0305988	protein_coding	1	24	6	215	7	2	2	0	0	0	0	108	1	0	8	6	0	0	0	0	1	0	0	0	0	22	90
CG13563	FBgn0034966	FBtr0113117	protein_coding	0	14	23	172	1	0	5	0	0	0	0	72	0	0	3	23	0	0	0	0	0	0	0	0	0	14	91
CG13564	FBgn0034973	FBtr0072246	protein_coding	0	3	1	170	1	0	4	0	0	0	0	76	0	0	0	1	0	0	0	0	0	0	0	0	0	3	89
CG13565	FBgn0034935	FBtr0072209	protein_coding	0	6	1	188	1	0	0	0	0	0	0	90	0	0	25	1	0	0	0	0	4	0	0	0	0	3	75
CG13565	FBgn0034935	FBtr0331981	protein_coding	0	7	1	182	1	1	4	0	0	0	0	89	0	0	7	1	0	0	0	0	1	0	0	0	0	5	82
CG13565	FBgn0034935	FBtr0345932	protein_coding	0	6	1	171	1	0	0	0	0	0	0	89	0	0	7	1	0	0	0	0	1	0	0	0	0	5	75
CG13566	FBgn0034942	FBtr0306797	protein_coding	0	7	3	145	1	0	1	0	0	0	0	54	0	0	8	3	0	0	0	0	0	0	0	0	0	7	81
CG13575	FBgn0034996	FBtr0072264	protein_coding	0	19	5	229	4	0	4	0	0	0	0	105	0	0	4	5	0	0	0	0	0	0	0	0	0	19	112
